Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
405,tt2358891,2017-06-23,2017-06-23,,La grande bellezza,https://www.imdb.com/title/tt2358891/,movie,7.8,141,2013,Drama,82963,2013-05-21,Paolo Sorrentino,8,2020-02-22
406,tt0404030,2017-06-26,2017-06-26,,Everything Is Illuminated,https://www.imdb.com/title/tt0404030/,movie,7.4,106,2005,"Comedy, Drama",57097,2005-09-03,Liev Schreiber,8,2018-10-14
407,tt2358925,2017-06-27,2017-06-27,,Unfinished Business,https://www.imdb.com/title/tt2358925/,movie,5.4,91,2015,"Comedy, Drama",32521,2015-03-03,Ken Scott,7,2019-08-18
408,tt1578275,2017-06-27,2017-06-27,,The Dilemma,https://www.imdb.com/title/tt1578275/,movie,5.3,111,2011,"Comedy, Drama",52595,2011-01-13,Ron Howard,7,2020-02-08
409,tt0486583,2017-06-27,2017-06-27,,Fred Claus,https://www.imdb.com/title/tt0486583/,movie,5.6,116,2007,"Comedy, Family, Fantasy",41025,2007-11-03,David Dobkin,6,2020-02-17
410,tt0318761,2017-06-27,2017-06-27,,Thumbsucker,https://www.imdb.com/title/tt0318761/,movie,6.6,96,2005,"Comedy, Drama",20707,2005-01-23,Mike Mills,6,2020-02-20
411,tt0227005,2017-06-27,2017-06-27,,Made,https://www.imdb.com/title/tt0227005/,movie,6.4,95,2001,"Comedy, Crime, Drama",17648,2001-07-13,Jon Favreau,6,2018-10-20
412,tt0117802,2017-06-27,2017-06-27,,Swingers,https://www.imdb.com/title/tt0117802/,movie,7.2,96,1996,"Comedy, Drama",76648,1996-08-31,Doug Liman,6,2020-02-11
413,tt0108002,2017-06-27,2017-06-27,,Rudy,https://www.imdb.com/title/tt0108002/,movie,7.5,114,1993,"Biography, Drama, Sport",58334,1993-09-18,David Anspaugh,8,2020-02-18
414,tt6921334,2017-06-27,2017-06-27,,Grandfather and Grandson,https://www.imdb.com/title/tt6921334/,movie,7.4,108,2019,Drama,27,2019-12-06,Piperkoski Ilija,10,2020-01-03
415,tt5571724,2017-06-29,2017-06-29,,Sommerfest,https://www.imdb.com/title/tt5571724/,movie,6.0,92,2017,"Comedy, Drama, Romance",267,2017-06-29,Sönke Wortmann,6,2020-02-15
416,tt4216934,2017-06-29,2017-06-29,,Frau Müller muss weg!,https://www.imdb.com/title/tt4216934/,movie,6.2,83,2015,Comedy,1600,2015-01-15,Sönke Wortmann,6,2020-02-02
417,tt0097366,2017-06-30,2017-06-30,,Fletch Lives,https://www.imdb.com/title/tt0097366/,movie,6.1,95,1989,"Comedy, Crime, Mystery",20152,1989-03-17,Michael Ritchie,8,2018-03-18
418,tt0086390,2017-07-05,2017-07-05,,Sunshine Reggae auf Ibiza,https://www.imdb.com/title/tt0086390/,movie,3.4,86,1983,Comedy,446,1983-11-11,Franz Marischka,5,2020-01-22
419,tt0389738,2017-07-06,2017-07-06,,Agnes und seine Brüder,https://www.imdb.com/title/tt0389738/,movie,6.7,115,2004,"Comedy, Drama",1677,2004-09-05,Oskar Roehler,6,2020-02-25
420,tt0309986,2017-07-13,2017-07-13,,Paper Soldiers,https://www.imdb.com/title/tt0309986/,movie,5.4,88,2002,"Action, Comedy, Crime",1177,2002-06-30,"Damon Dash, David Daniel",5,2020-02-19
421,tt0777259,2017-07-13,2017-07-13,,North Hollywood,https://www.imdb.com/title/tt0777259/,tvMovie,4.5,22,2001,Comedy,74,2001-12-31,Judd Apatow,7,2020-03-28
422,tt0306047,2017-07-16,2017-07-16,,Scary Movie 3,https://www.imdb.com/title/tt0306047/,movie,5.5,84,2003,Comedy,139512,2003-10-20,David Zucker,9,2019-01-12
423,tt0362120,2017-07-16,2017-07-16,,Scary Movie 4,https://www.imdb.com/title/tt0362120/,movie,5.1,83,2006,Comedy,115312,2006-04-12,David Zucker,9,2019-01-12
424,tt0403728,2017-07-16,2017-07-16,,The Big House,https://www.imdb.com/title/tt0403728/,tvSeries,6.2,,2004,Comedy,77,2004-04-02,,9,2020-03-14
425,tt1420554,2017-07-16,2017-07-16,,Kevin Hart: I'm a Grown Little Man,https://www.imdb.com/title/tt1420554/,tvSpecial,7.6,73,2009,"Documentary, Comedy",3967,2009-02-03,Shannon Hartman,8,2017-07-17
426,tt5884018,2017-07-16,2017-07-16,,Planet of the Apps,https://www.imdb.com/title/tt5884018/,tvSeries,6.0,50,2017,Reality-TV,185,2017-06-06,,6,2020-02-27
427,tt1714196,2017-07-17,2017-07-17,,Kevin Hart: Seriously Funny,https://www.imdb.com/title/tt1714196/,tvSpecial,7.6,72,2010,Comedy,5273,2010-07-20,Shannon Hartman,8,2017-07-18
428,tt0154506,2017-07-22,2017-07-22,,Following,https://www.imdb.com/title/tt0154506/,movie,7.5,69,1998,"Crime, Mystery, Thriller",88671,1998-04-24,Christopher Nolan,8,2019-09-01
429,tt4669186,2017-07-24,2017-07-24,,Kevin Hart: What Now?,https://www.imdb.com/title/tt4669186/,movie,5.9,96,2016,"Documentary, Comedy",9059,2016-10-14,"Leslie Small, Tim Story",8,2017-07-26
430,tt5538704,2017-07-24,2017-07-24,,Bullyparade: Der Film,https://www.imdb.com/title/tt5538704/,movie,4.9,100,2017,Comedy,3100,2017-08-13,Michael Herbig,6,2020-03-16
431,tt2788710,2017-07-24,2017-07-24,,The Interview,https://www.imdb.com/title/tt2788710/,movie,6.5,112,2014,"Action, Adventure, Comedy",311358,2014-12-11,"Evan Goldberg, Seth Rogen",8,2019-04-22
432,tt1247704,2017-07-24,2017-07-24,,Women in Trouble,https://www.imdb.com/title/tt1247704/,movie,5.7,92,2009,"Comedy, Drama",5926,2009-03-15,Sebastian Gutierrez,5,2020-03-25
433,tt0393109,2017-07-24,2017-07-24,,Brick,https://www.imdb.com/title/tt0393109/,movie,7.3,110,2005,"Action, Crime, Drama, Mystery, Thriller",102366,2005-01-31,Rian Johnson,7,2020-03-26
434,tt0196723,2017-07-24,2017-07-24,,Forever Lulu,https://www.imdb.com/title/tt0196723/,movie,5.6,99,2000,"Drama, Romance",1247,2000-07-07,John Kaye,6,2019-06-16
435,tt0252684,2017-07-24,2017-07-24,,Manic,https://www.imdb.com/title/tt0252684/,movie,7.2,100,2001,Drama,9241,2001-01-27,Jordan Melamed,6,2020-03-26
436,tt0370986,2017-07-24,2017-07-24,,Mysterious Skin,https://www.imdb.com/title/tt0370986/,movie,7.6,105,2004,Drama,66668,2004-09-03,Gregg Araki,5,2020-03-29
437,tt1817273,2017-07-24,2017-07-24,,The Place Beyond the Pines,https://www.imdb.com/title/tt1817273/,movie,7.3,140,2012,"Crime, Drama, Thriller",252012,2012-09-07,Derek Cianfrance,7,2019-05-01
438,tt1212450,2017-07-24,2017-07-24,,Lawless,https://www.imdb.com/title/tt1212450/,movie,7.3,116,2012,"Crime, Drama",231795,2012-05-19,John Hillcoat,7,2020-03-26
439,tt1195478,2017-07-25,2017-07-25,,The Five-Year Engagement,https://www.imdb.com/title/tt1195478/,movie,6.2,124,2012,"Comedy, Romance",95872,2012-04-18,Nicholas Stoller,8,2021-01-02
440,tt1723123,2017-07-25,2017-07-25,,Exit Strategy,https://www.imdb.com/title/tt1723123/,movie,3.1,76,2012,"Comedy, Romance",355,2012-02-10,Michael Whitton,3,2020-03-28
441,tt1674776,2017-07-25,2017-07-25,,Let Go,https://www.imdb.com/title/tt1674776/,movie,5.3,95,2011,Comedy,653,2011-10-25,Brian Jett,5,2020-03-18
442,tt1652287,2017-07-25,2017-07-25,,35 and Ticking,https://www.imdb.com/title/tt1652287/,movie,5.6,104,2011,"Comedy, Romance",1519,2011-05-20,Russ Parr,7,2020-01-09
443,tt6020104,2017-07-28,2017-07-28,,In Zeiten des abnehmenden Lichts,https://www.imdb.com/title/tt6020104/,movie,6.2,100,2017,"Comedy, Drama",455,2017-02-16,Matti Geschonneck,6,2020-03-24
444,tt3774092,2017-07-28,2017-07-28,,Amnesia,https://www.imdb.com/title/tt3774092/,movie,6.1,96,2015,Drama,1071,2015-05-19,Barbet Schroeder,8,2019-08-14
445,tt1654523,2017-07-28,2017-07-28,,Night Train to Lisbon,https://www.imdb.com/title/tt1654523/,movie,6.8,111,2013,"Mystery, Romance, Thriller",18699,2013-02-13,Bille August,7,2017-11-04
446,tt1785635,2017-07-28,2017-07-28,,The Vault,https://www.imdb.com/title/tt1785635/,movie,4.8,91,2017,"Crime, Horror, Mystery, Thriller",12436,2017-09-01,Dan Bush,7,2020-03-28
447,tt5691552,2017-07-28,2017-07-28,,The Orville,https://www.imdb.com/title/tt5691552/,tvSeries,8.0,44,2017,"Adventure, Comedy, Drama, Sci-Fi",60854,2017-09-07,,8,2020-04-14
448,tt4877122,2017-07-28,2017-07-28,,The Emoji Movie,https://www.imdb.com/title/tt4877122/,movie,3.3,86,2017,"Animation, Adventure, Comedy, Family, Fantasy",58153,2017-07-28,Tony Leondis,4,2019-08-28
449,tt6788942,2017-07-28,2017-07-28,,Chalard games goeng,https://www.imdb.com/title/tt6788942/,movie,7.6,130,2017,"Comedy, Crime, Drama, Thriller",18659,2017-05-03,Baz Poonpiriya,8,2020-03-27
450,tt1103255,2017-07-28,2017-07-28,,Something Like a Business,https://www.imdb.com/title/tt1103255/,movie,3.6,80,2010,Comedy,448,2010-12-31,Russ Parr,5,2020-03-25
451,tt3076658,2017-07-28,2017-07-28,,Creed,https://www.imdb.com/title/tt3076658/,movie,7.6,133,2015,"Drama, Sport",253114,2015-11-19,Ryan Coogler,8,2019-08-18
452,tt1211956,2017-07-28,2017-07-28,,Escape Plan,https://www.imdb.com/title/tt1211956/,movie,6.7,115,2013,"Action, Thriller",231257,2013-07-18,Mikael Håfström,8,2019-04-12
453,tt0290978,2017-07-28,2017-07-28,,The Office,https://www.imdb.com/title/tt0290978/,tvSeries,8.5,30,2001,"Comedy, Drama",101489,2001-07-09,,8,2018-03-15
454,tt6421362,2017-07-28,2017-07-28,,Huan Le Xi Ju Ren,https://www.imdb.com/title/tt6421362/,movie,3.2,93,2017,"Comedy, Family",103,2017-01-28,Li Jiqiang,3,2019-08-17
455,tt1634122,2017-07-28,2017-07-28,,Johnny English Reborn,https://www.imdb.com/title/tt1634122/,movie,6.3,101,2011,"Action, Adventure, Comedy",122948,2011-09-15,Oliver Parker,8,2019-05-12
456,tt0097216,2017-08-05,2017-08-05,,Do the Right Thing,https://www.imdb.com/title/tt0097216/,movie,8.0,120,1989,"Comedy, Drama",93149,1989-05-19,Spike Lee,7,2020-02-23
457,tt0470752,2017-08-08,2017-08-08,,Ex Machina,https://www.imdb.com/title/tt0470752/,movie,7.7,108,2014,"Drama, Sci-Fi, Thriller",489082,2014-12-16,Alex Garland,8,2019-09-27
458,tt0094963,2017-08-09,2017-08-09,,The Dead Pool,https://www.imdb.com/title/tt0094963/,movie,6.3,91,1988,"Action, Crime, Mystery, Thriller",41678,1988-07-13,Buddy Van Horn,8,2019-11-11
459,tt0098097,2017-08-09,2017-08-09,,Pink Cadillac,https://www.imdb.com/title/tt0098097/,movie,5.4,122,1989,"Action, Comedy, Crime, Drama",10997,1989-05-26,Buddy Van Horn,6,2019-06-09
460,tt1396218,2017-08-09,2017-08-09,,Mr. Popper's Penguins,https://www.imdb.com/title/tt1396218/,movie,6.0,94,2011,"Comedy, Family, Fantasy",90255,2011-06-16,Mark Waters,5,2019-04-20
461,tt4661798,2017-08-10,2017-08-10,,Joshy,https://www.imdb.com/title/tt4661798/,movie,5.9,93,2016,"Comedy, Drama",4000,2016-01-24,Jeff Baena,6,2019-12-04
462,tt3714720,2017-08-10,2017-08-10,,The Hollars,https://www.imdb.com/title/tt3714720/,movie,6.6,88,2016,"Comedy, Drama, Romance",11936,2016-01-24,John Krasinski,6,2019-10-21
463,tt1322312,2017-08-10,2017-08-10,,Going the Distance,https://www.imdb.com/title/tt1322312/,movie,6.3,103,2010,"Comedy, Romance",57036,2010-08-27,Nanette Burstein,6,2020-02-29
464,tt0304356,2017-08-10,2017-08-10,,Love Thy Neighbor,https://www.imdb.com/title/tt0304356/,movie,3.4,89,2005,"Comedy, Drama, Mystery, Thriller",123,2005-09-03,Nick Gregory,2,2020-04-22
465,tt0280486,2017-08-10,2017-08-10,,Bad Company,https://www.imdb.com/title/tt0280486/,movie,5.6,116,2002,"Action, Comedy, Thriller",45316,2002-04-26,Joel Schumacher,8,2019-09-08
466,tt4307692,2017-08-10,2017-08-10,,Traumfrauen,https://www.imdb.com/title/tt4307692/,movie,5.4,109,2015,Comedy,2350,2015-02-19,Anika Decker,4,2019-08-08
467,tt1505109,2017-08-10,2017-08-10,,Zettl,https://www.imdb.com/title/tt1505109/,movie,4.0,109,2012,Comedy,425,2012-02-02,Helmut Dietl,3,2020-03-21
468,tt1529559,2017-08-10,2017-08-10,,Hotel Lux,https://www.imdb.com/title/tt1529559/,movie,6.0,102,2011,Comedy,1145,2011-10-27,Leander Haußmann,5,2019-08-07
469,tt0349047,2017-08-10,2017-08-10,,(T)Raumschiff Surprise - Periode 1,https://www.imdb.com/title/tt0349047/,movie,5.5,87,2004,"Comedy, Sci-Fi",13627,2004-07-22,Michael Herbig,7,2018-02-25
470,tt0295375,2017-08-10,2017-08-10,,Knallharte Jungs,https://www.imdb.com/title/tt0295375/,movie,4.6,85,2002,"Comedy, Fantasy, Romance",2932,2002-03-14,Granz Henman,5,2019-06-01
471,tt2039393,2017-08-11,2017-08-11,,The Gambler,https://www.imdb.com/title/tt2039393/,movie,6.1,111,2014,"Crime, Drama, Thriller",67556,2014-11-10,Rupert Wyatt,9,2019-11-12
472,tt1131724,2017-08-13,2017-08-13,,2:22,https://www.imdb.com/title/tt1131724/,movie,5.8,98,2017,"Drama, Mystery, Sci-Fi, Thriller",20828,2017-06-29,Paul Currie,5,2019-07-26
473,tt2119532,2017-08-13,2017-08-13,,Hacksaw Ridge,https://www.imdb.com/title/tt2119532/,movie,8.1,139,2016,"Biography, Drama, History, War",453962,2016-09-04,Mel Gibson,9,2018-10-10
474,tt1684925,2017-08-13,2017-08-13,,Wish You Were Here,https://www.imdb.com/title/tt1684925/,movie,5.9,89,2012,"Drama, Mystery, Thriller",5295,2012-01-19,Kieran Darcy-Smith,7,2020-03-28
475,tt1661820,2017-08-13,2017-08-13,,Cut Bank,https://www.imdb.com/title/tt1661820/,movie,6.1,93,2014,"Crime, Drama, Thriller",11624,2014-06-16,Matt Shakman,7,2019-06-26
476,tt5133308,2017-08-13,2017-08-13,,Al final del túnel,https://www.imdb.com/title/tt5133308/,movie,7.1,120,2016,"Crime, Drama, Thriller",12731,2016-04-21,Rodrigo Grande,7,2020-03-14
477,tt0202806,2017-08-14,2017-08-14,,"Die Bademeister - Weiber, saufen, Leben retten",https://www.imdb.com/title/tt0202806/,tvMovie,3.8,90,1999,Comedy,556,1999-06-18,Martin Walz,6,2020-04-02
478,tt5759506,2017-08-15,2017-08-15,,Avec l'amour,https://www.imdb.com/title/tt5759506/,movie,9.2,67,2017,"Documentary, Comedy, Drama",209,2017-05-02,Ilija Cvetkovski,10,2020-02-28
479,tt0079022,2017-08-16,2017-08-16,,Dae,https://www.imdb.com/title/tt0079022/,short,7.2,16,1979,"Documentary, Short",49,,Stole Popov,8,2017-08-16
480,tt1190617,2017-08-20,2017-08-20,,An American Carol,https://www.imdb.com/title/tt1190617/,movie,4.1,83,2008,"Comedy, Fantasy",9467,2008-10-03,David Zucker,7,2019-09-15
481,tt5439796,2017-08-20,2017-08-20,,Logan Lucky,https://www.imdb.com/title/tt5439796/,movie,7.0,118,2017,"Comedy, Crime, Drama",136101,2017-08-07,Steven Soderbergh,9,2019-05-06
482,tt1790886,2017-08-28,2017-08-28,,The Campaign,https://www.imdb.com/title/tt1790886/,movie,6.1,85,2012,Comedy,126103,2012-08-04,Jay Roach,9,2019-04-21
483,tt0445990,2017-08-31,2017-08-31,,Invincible,https://www.imdb.com/title/tt0445990/,movie,7.1,105,2006,"Biography, Drama, Sport",67342,2006-08-25,Ericson Core,8,2019-08-16
484,tt3203616,2017-09-05,2017-09-05,,The Cobbler,https://www.imdb.com/title/tt3203616/,movie,5.8,99,2014,"Comedy, Drama, Fantasy",53344,2014-09-11,Tom McCarthy,8,2019-11-04
485,tt0090967,2017-09-07,2017-09-07,,Down by Law,https://www.imdb.com/title/tt0090967/,movie,7.7,107,1986,"Comedy, Crime, Drama",48873,1986-05-17,Jim Jarmusch,8,2017-10-22
486,tt0084488,2017-09-07,2017-09-07,,Permanent Vacation,https://www.imdb.com/title/tt0084488/,movie,6.3,75,1980,"Comedy, Drama",8885,1980-10-31,Jim Jarmusch,2,2020-04-04
487,tt0088184,2017-09-07,2017-09-07,,Stranger Than Paradise,https://www.imdb.com/title/tt0088184/,movie,7.5,89,1984,"Comedy, Drama",35466,1984-05-16,Jim Jarmusch,4,2020-04-28
488,tt0322545,2017-09-07,2017-09-07,,Herr Lehmann,https://www.imdb.com/title/tt0322545/,movie,7.2,105,2003,"Comedy, Drama",6968,2003-10-02,Leander Haußmann,7,2020-05-05
489,tt0116778,2017-09-07,2017-09-07,,Kingpin,https://www.imdb.com/title/tt0116778/,movie,6.9,114,1996,"Comedy, Sport",78753,1996-07-04,"Peter Farrelly, Bobby Farrelly",7,2019-10-19
490,tt0093936,2017-09-07,2017-09-07,,The Secret of My Success,https://www.imdb.com/title/tt0093936/,movie,6.5,111,1987,"Comedy, Romance",30689,1987-04-07,Herbert Ross,7,2019-10-20
491,tt4622512,2017-09-07,2017-09-07,,Battle of the Sexes,https://www.imdb.com/title/tt4622512/,movie,6.7,121,2017,"Biography, Comedy, Drama, History, Sport",51608,2017-09-02,"Jonathan Dayton, Valerie Faris",7,2018-01-28
492,tt3230454,2017-09-09,2017-09-09,,The Last Man on Earth,https://www.imdb.com/title/tt3230454/,tvSeries,7.3,22,2015,"Action, Comedy, Drama, Romance, Sci-Fi",54037,2015-03-01,,7,2020-05-06
493,tt0101410,2017-09-19,2017-09-19,,Barton Fink,https://www.imdb.com/title/tt0101410/,movie,7.7,116,1991,"Comedy, Drama, Thriller",115226,1991-05-18,"Ethan Coen, Joel Coen",8,2018-11-24
494,tt5971920,2017-09-25,2017-09-25,,Cyberwar,https://www.imdb.com/title/tt5971920/,tvSeries,7.7,24,2016,Documentary,306,2016-07-05,,8,2020-05-05
495,tt6682754,2017-09-26,2017-09-26,,Jean-Claude Van Johnson,https://www.imdb.com/title/tt6682754/,tvSeries,7.6,30,2016,"Action, Comedy, Drama",8437,2016-08-19,,8,2018-02-11
496,tt2283362,2017-09-27,2017-09-27,,Jumanji: Welcome to the Jungle,https://www.imdb.com/title/tt2283362/,movie,6.9,119,2017,"Action, Adventure, Comedy, Fantasy",332482,2017-12-05,Jake Kasdan,8,2019-12-08
497,tt5536736,2017-09-27,2017-09-27,,The Meyerowitz Stories (New and Selected),https://www.imdb.com/title/tt5536736/,movie,6.9,112,2017,"Comedy, Drama",44473,2017-05-21,Noah Baumbach,7,2018-12-31
498,tt0018578,2017-09-30,2017-09-30,,Wings,https://www.imdb.com/title/tt0018578/,movie,7.5,144,1927,"Drama, Romance, War, Action",11823,1927-05-19,"Harry d'Abbadie d'Arrast, William A. Wellman",6,2020-04-24
499,tt0381442,2017-10-05,2017-10-05,,Narco,https://www.imdb.com/title/tt0381442/,movie,6.3,105,2004,Comedy,2626,2004-10-12,"Tristan Aurouet, Gilles Lellouche",6,2020-04-25
500,tt0104694,2017-10-07,2017-10-07,,A League of Their Own,https://www.imdb.com/title/tt0104694/,movie,7.3,128,1992,"Comedy, Drama, Sport",96309,1992-07-01,Penny Marshall,6,2020-04-30
501,tt0188206,2017-10-12,2017-10-12,,Srecna nova '49,https://www.imdb.com/title/tt0188206/,movie,7.6,125,1986,"Action, Comedy, Crime, Drama, Romance",226,1986-06-27,Stole Popov,10,2019-02-24
502,tt6663582,2017-10-19,2017-10-19,,The Spy Who Dumped Me,https://www.imdb.com/title/tt6663582/,movie,6.1,117,2018,"Action, Adventure, Comedy",71187,2018-07-25,Susanna Fogel,7,2019-06-25
503,tt2543472,2017-10-20,2017-10-20,,Wonder,https://www.imdb.com/title/tt2543472/,movie,8.0,113,2017,"Drama, Family",148360,2017-11-14,Stephen Chbosky,8,2018-02-13
504,tt4975856,2017-10-20,2017-10-20,,Future Man,https://www.imdb.com/title/tt4975856/,tvSeries,7.7,30,2017,"Action, Adventure, Comedy, Fantasy, Sci-Fi",22350,2017-11-14,,8,2020-05-10
505,tt0803100,2017-10-21,2017-10-21,,Vorstadtkrokodile,https://www.imdb.com/title/tt0803100/,movie,6.1,98,2009,"Adventure, Family",1167,2009-03-26,Christian Ditter,6,2019-08-15
506,tt0087814,2017-10-22,2017-10-22,,Non ci resta che piangere,https://www.imdb.com/title/tt0087814/,movie,7.7,113,1984,"Comedy, Fantasy",5732,1984-12-20,"Roberto Benigni, Massimo Troisi",5,2020-04-21
507,tt0102164,2017-10-22,2017-10-22,,Johnny Stecchino,https://www.imdb.com/title/tt0102164/,movie,7.2,102,1991,"Comedy, Crime, Romance",10201,1991-10-24,Roberto Benigni,6,2020-04-27
508,tt0098606,2017-10-22,2017-10-22,,La voce della luna,https://www.imdb.com/title/tt0098606/,movie,6.3,120,1990,"Comedy, Drama",2652,1990-01-31,Federico Fellini,2,2020-05-07
509,tt0095869,2017-10-22,2017-10-22,,Il piccolo diavolo,https://www.imdb.com/title/tt0095869/,movie,7.0,101,1988,"Comedy, Fantasy, Romance",3681,1988-10-20,Roberto Benigni,7,2020-05-04
510,tt1135092,2017-10-23,2017-10-23,,The Limits of Control,https://www.imdb.com/title/tt1135092/,movie,6.3,116,2009,"Crime, Drama, Mystery, Thriller",19727,2009-05-01,Jim Jarmusch,5,2020-04-20
511,tt0412019,2017-10-23,2017-10-23,,Broken Flowers,https://www.imdb.com/title/tt0412019/,movie,7.2,106,2005,"Comedy, Drama, Mystery, Romance",99555,2005-05-17,Jim Jarmusch,7,2020-04-15
512,tt0102536,2017-10-23,2017-10-23,,Night on Earth,https://www.imdb.com/title/tt0102536/,movie,7.7,129,1991,"Comedy, Drama",56704,1991-10-04,Jim Jarmusch,8,2019-05-14
513,tt1196948,2017-10-23,2017-10-23,,The Necessary Death of Charlie Countryman,https://www.imdb.com/title/tt1196948/,movie,6.4,103,2013,"Action, Comedy, Drama, Romance, Thriller",27461,2013-01-21,Fredrik Bond,8,2020-04-22
514,tt1023441,2017-10-23,2017-10-23,,Coco Chanel & Igor Stravinsky,https://www.imdb.com/title/tt1023441/,movie,6.3,119,2009,"Drama, Music, Romance",6378,2009-05-24,Jan Kounen,6,2020-04-15
515,tt4210080,2017-10-23,2017-10-23,,The Confirmation,https://www.imdb.com/title/tt4210080/,movie,6.4,101,2016,"Adventure, Comedy, Drama, Family",6405,2016-03-18,Bob Nelson,7,2020-04-20
516,tt4141024,2017-10-23,2017-10-23,,"Hilfe, ich hab meine Lehrerin geschrumpft",https://www.imdb.com/title/tt4141024/,movie,5.2,90,2015,"Action, Adventure, Comedy, Family, Fantasy",489,2015-12-17,Sven Unterwaldt Jr.,5,2019-04-07
517,tt5179408,2017-10-23,2017-10-23,,You Me Her,https://www.imdb.com/title/tt5179408/,tvSeries,7.0,28,2016,"Comedy, Drama, Romance",9580,2016-03-22,,6,2020-03-26
518,tt3501632,2017-10-24,2017-10-24,,Thor: Ragnarok,https://www.imdb.com/title/tt3501632/,movie,7.9,130,2017,"Action, Adventure, Comedy, Fantasy, Sci-Fi",619489,2017-10-10,Taika Waititi,8,2019-08-17
519,tt0419198,2017-10-24,2017-10-24,,La tigre e la neve,https://www.imdb.com/title/tt0419198/,movie,7.1,114,2005,"Comedy, Drama, Romance, War",13629,2005-10-14,Roberto Benigni,7,2020-04-25
520,tt0133385,2017-10-24,2017-10-24,,Astérix & Obélix contre César,https://www.imdb.com/title/tt0133385/,movie,6.0,109,1999,"Adventure, Comedy, Family, Fantasy",40206,1999-02-03,Claude Zidi,7,2019-04-13
521,tt0110570,2017-10-24,2017-10-24,,Il mostro,https://www.imdb.com/title/tt0110570/,movie,7.4,112,1994,"Comedy, Crime, Mystery",9836,1994-10-22,Roberto Benigni,9,2020-04-23
522,tt0108187,2017-10-24,2017-10-24,,Son of the Pink Panther,https://www.imdb.com/title/tt0108187/,movie,3.9,93,1993,"Comedy, Crime",4991,1993-08-27,Blake Edwards,8,2020-04-19
523,tt0086483,2017-10-24,2017-10-24,,Tu mi turbi,https://www.imdb.com/title/tt0086483/,movie,6.6,96,1983,Comedy,600,1983-02-18,Roberto Benigni,4,2020-05-09
524,tt0085516,2017-10-24,2017-10-24,,"F.F.S.S., cioè: '...che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene?'",https://www.imdb.com/title/tt0085516/,movie,6.1,98,1983,Comedy,295,1983-12-16,Renzo Arbore,2,2020-05-02
525,tt0075742,2017-10-24,2017-10-24,,Berlinguer ti voglio bene,https://www.imdb.com/title/tt0075742/,movie,6.8,90,1977,"Comedy, Drama, Romance",848,1977-10-06,Giuseppe Bertolucci,3,2020-04-29
526,tt1837703,2017-10-24,2017-10-24,,The Fifth Estate,https://www.imdb.com/title/tt1837703/,movie,6.2,128,2013,"Biography, Crime, Drama, Thriller",39432,2013-09-05,Bill Condon,7,2019-07-28
527,tt1709122,2017-10-24,2017-10-24,,Die vierte Macht,https://www.imdb.com/title/tt1709122/,movie,6.1,115,2012,Thriller,2265,2012-03-08,Dennis Gansel,7,2019-11-03
528,tt1822255,2017-10-24,2017-10-24,,Mein bester Feind,https://www.imdb.com/title/tt1822255/,movie,6.7,109,2011,"Comedy, Drama, War",1435,2011-02-16,Wolfgang Murnberger,8,2019-11-29
529,tt1080019,2017-10-24,2017-10-24,,Jerry Cotton,https://www.imdb.com/title/tt1080019/,movie,5.2,90,2010,"Action, Comedy, Crime",902,2010-03-11,"Philipp Stennert, Cyrill Boss",4,2019-08-14
530,tt1399655,2017-10-24,2017-10-24,,Jud Süss - Film ohne Gewissen,https://www.imdb.com/title/tt1399655/,movie,6.1,114,2010,"Biography, Drama, War",1017,2010-02-18,Oskar Roehler,6,2020-04-26
531,tt0407617,2017-10-24,2017-10-24,,C(r)ook,https://www.imdb.com/title/tt0407617/,movie,6.5,108,2004,Comedy,1286,2004-10-29,Pepe Danquart,5,2020-04-25
532,tt0291943,2017-10-24,2017-10-24,,Germanikus,https://www.imdb.com/title/tt0291943/,movie,4.2,79,2004,"Adventure, Comedy",490,2004-03-25,Hanns Christian Müller,2,2020-04-23
533,tt6914708,2017-10-26,2017-10-26,,Last Friday,https://www.imdb.com/title/tt6914708/,movie,,,2022,Comedy,,2022-12-31,,,
534,tt0816711,2017-10-27,2017-10-27,,World War Z,https://www.imdb.com/title/tt0816711/,movie,7.0,116,2013,"Action, Adventure, Horror, Sci-Fi",614808,2013-06-02,Marc Forster,7,2020-05-05
535,tt4647784,2017-10-27,2017-10-27,,Le confessioni,https://www.imdb.com/title/tt4647784/,movie,6.1,108,2016,"Drama, Mystery, Thriller",1601,2016-04-21,Roberto Andò,5,2020-04-30
536,tt2967008,2017-10-27,2017-10-27,,The Face of an Angel,https://www.imdb.com/title/tt2967008/,movie,4.6,101,2014,"Crime, Drama",4657,2014-09-06,Michael Winterbottom,6,2020-04-28
537,tt1972571,2017-10-27,2017-10-27,,A Most Wanted Man,https://www.imdb.com/title/tt1972571/,movie,6.8,122,2014,"Crime, Drama, Thriller",73555,2014-01-19,Anton Corbijn,7,2019-04-02
538,tt5521594,2017-10-27,2017-10-27,,Simpel,https://www.imdb.com/title/tt5521594/,movie,6.7,113,2017,"Comedy, Drama",589,2017-06-19,Markus Goller,6,2019-07-07
